"""Titulo""";"""Fecha_Creacion""";"""Fecha_Creacion""";;"""Fecha_actualizacion""";"""Tematicas""";"""Imágenes""";"""Sumario""";"""Descripcion""";"""Galeria"""
"""Impacto de la Sentencia T-760/2008 en el Sistema de Salud""";"""2009-08-06 16:59:00.000""";"""2009-08-06 16:59:00.000""";;"""2009-08-06 17:04:00.000""";"""""";"""http://www.forossemana.com/upload/images/2009/8/6/ImgArticulo_T1_67_200986_170903.jpg""";"""FORO SISTEMA DE SALUD""";"""<P align=justify><SPAN style=""FONT-SIZE: 12pt"">No obstante los logros de la ley 100 de 1993, el sistema de salud enfrenta el reto de alcanzar la universalidad con equidad entre regímenes y sostenibilidad financiera. Qué hacer implica tomar decisisones difíciles en la legislación y corregir las fallas de gestión del sistema. Este foro debatirá, con los principales responsables, las distintas alternativas de política.</SPAN></P>  <P align=justify><SPAN style=""FONT-SIZE: 12pt""></SPAN>&nbsp;</P>  <P align=justify><SPAN style=""FONT-SIZE: 12pt"">Dado el costo fiscal ordenado por la Corte Cosntitucional, completar el aseguramiento y garantizar la equidad, ¿se está entre un plan minimalista universal o una jerarquización de los componenetes del POS? ¿Cuál es el horizonte del cumplimiento de la sentencia?</SPAN></P>""";""""""
"""La reforma del sistema de salud""";"""2009-08-06 17:50:00.000""";"""2009-08-06 17:50:00.000""";;"""2009-08-06 17:51:00.000""";"""""";"""http://www.forossemana.com/upload/images/2009/8/6/ImgArticulo_T1_69_200986_180010.jpg""";"""FORO SISTEMA DE SALUD""";"""<P align=justify><SPAN style=""FONT-SIZE: 12pt"">Si bien la sostenibilidad del sistema depende de la expansión del régimen contributivo, en el marco de la ley 100 de 1993 es preciso tomar decisiones, como el ajuste de las figuras de fijación de tarifas -según el nivel individual de riesgo-, el deducible y el copago, manteniendo la equidad. El Gobierno y líderes del Congreso avanzarán en el debate, junto con un organismo técnico independiente.</SPAN></P>""";""""""
"""El control fiscal, social y gubernamental del sistema  de salud""";"""2009-08-06 18:00:00.000""";"""2009-08-06 18:00:00.000""";;"""2009-08-06 18:01:00.000""";"""""";"""http://www.forossemana.com/upload/images/2009/8/6/ImgArticulo_T1_70_200986_180940.jpg""";"""FORO SISTEMA DE SALUD""";"""<P align=justify><SPAN style=""FONT-SIZE: 12pt"">La participación ciudadana puede ser un factor crucial para el sistema de salud como estímulo a la eficiencia, el servicio y la integridad. Líderes de los distintos controles se plantearán cómo incrementar la participación.</SPAN></P>""";""""""
"""COLOMBIA LÍDER""";"""2009-08-10 08:51:00.000""";"""2009-08-10 08:51:00.000""";;"""2009-08-10 08:58:00.000""";"""""";"""http://www.forossemana.com/upload/images/2009/8/10/ImgArticulo_T1_71_2009810_090045.jpg""";"""COMPROMISO SOCIAL""";"""<P style=""TEXT-ALIGN: justify; LINE-HEIGHT: normal"" align=justify><SPAN style=""FONT-SIZE: 12pt"">Con el objetivo de tener información sobre los resultados de las estrategias y los programas del Gobierno Nacional frente a la pobreza, y de hacer monitoreo y evaluación de las gestiones de los gobiernos locales y departamentales, nació COLOMBIA LIDER, un proyecto que monitorea, recoge información, evalúa y retroalimenta al Estado colombiano sobre los temas de agenda de Gobierno. <BR><BR>De esta manera, COLOMBIA LÍDER es una expresión de responsabilidad social empresarial y compromiso institucional de Publicaciones Semana S.A, Asobancaria, Fundación Antonio Restrepo Barco, Fedesarrollo, Programa de las Naciones Unidas para el Desarrollo PNUD, Fescol, RCN Radio y RCN Televisión.<BR><BR>Esta iniciativa busca promover la buena gestión territorial y la disminución de la pobreza y la desigualdad. Revivió el Premio a los Mejores Alcaldes y Gobernadores al finalizar el período 2004-2007, y creó el Observatorio de la Reducción de la Pobreza y la Desigualdad, cuya finalidad es construir un espacio de participación para el control y seguimiento de las políticas sociales de cada Gobierno frente a la pobreza y la desigualdad. <BR><BR>El Premio a los Mejores Alcaldes y Gobernadores persigue exaltar la labor y los resultados alcanzados por alcaldes y gobernadores cuyo gobierno y administración se hayan distinguido por su impacto social, gestión integral, replicabilidad, innovación, sostenibilidad y participación ciudadana. También documenta y difunde esas experiencias, de forma tal que puedan ser aprovechadas por otras entidades territoriales. </SPAN></P>  <P style=""TEXT-ALIGN: justify; LINE-HEIGHT: normal"" align=justify><B><SPAN style=""FONT-SIZE: 12pt""></SPAN></B>&nbsp;</P>  <P style=""TEXT-ALIGN: justify; LINE-HEIGHT: normal"" align=justify><SPAN style=""FONT-SIZE: 12pt""></SPAN></P>  <P style=""TEXT-ALIGN: justify; LINE-HEIGHT: normal"" align=justify><SPAN style=""FONT-SIZE: 12pt"">Cinco categorías de municipios, por tamaño de población, son premiadas, de cuyos ganadores se elige el Mejor Alcalde del país. Los Gobernadores son evaluados en una sola categoría. Un jurado integrado por personalidades no vinculadas al Gobierno, con independencia de los organizadores, decide qué gobernantes, a juicio del Premio, han realizado la mejor gestión en el cuatrienio, considerando su desempeño en liderazgo en el gobierno y la administración de la entidad territorial, reducción de la pobreza y de las desigualdades, seguridad y convivencia, infraestructura física y promoción del desarrollo económico, protección del medio ambiente, y gestión fiscal. </SPAN></P>""";""""""
"""EL PREMIO DE PERIODISMO ABRE SU TERCERA CONVOCATORIA""";"""2009-08-10 10:37:00.000""";"""2009-08-10 10:37:00.000""";;"""2009-09-09 13:33:00.000""";"""""";"""http://www.forossemana.com/upload/images/2009/8/5/ImgEvento_T1_45_200985_161410.jpg""";"""SEMANA - PETROBRAS""";"""<P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-FAMILY: Arial; FONT-SIZE: 12pt"">Los ganadores en seis categorías recibirán un total de $ 36 millones y quien obtenga el Premio a Mejor medio comunitario, $ 15 millones. </SPAN></P>  <P style=""TEXT-ALIGN: justify""></P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-FAMILY: Arial; FONT-SIZE: 12pt"">Con el apoyo de la Fundación Konrad Adenauer, el Programa de Naciones Unidas para el Desarrollo (PNUD) el <B>Premio Semana-Petrobras</B>, El país contado desde las regiones, en dos años logró posicionarse como el mayor reconocimiento al ejercicio del periodismo allí donde hay que superar más obstáculos económicos y riesgos incluso personales, en defensa del interés público.</SPAN></P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-SIZE: 12pt""></SPAN></P>  <H3 style=""PAGE-BREAK-AFTER: avoid; TEXT-ALIGN: justify""><B><SPAN style=""FONT-SIZE: 12pt""><SPAN style=""FONT-FAMILY: Arial""></SPAN></SPAN></B>&nbsp;</H3>  <H3 style=""PAGE-BREAK-AFTER: avoid; TEXT-ALIGN: justify""><B><SPAN style=""FONT-SIZE: 12pt""><SPAN style=""FONT-FAMILY: Arial"">Premio con impacto</SPAN></SPAN></B></H3>  <P style=""TEXT-ALIGN: justify""></P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-FAMILY: Arial; FONT-SIZE: 12pt""></SPAN>&nbsp;</P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-FAMILY: Arial; FONT-SIZE: 12pt"">Entre los <B>impactos del Premio</B> se cuentan: <B>la Mejor Fotografía de 2008</B>, de Juan Carlos Escobar, publicada en Tolima 7 Días, que <B>consiguió la construcción de un puente sobre el río Tetuán</B>, en el municipio de Ortega, Tolima, donde los niños de la vereda Vuelta del Río debían atravesar a pie y con sus útiles escolares al hombro las caudalosas aguas del río.</SPAN></P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-FAMILY: Arial; FONT-SIZE: 12pt""></SPAN>&nbsp;</P>  <P style=""TEXT-ALIGN: justify""></P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-FAMILY: Arial; FONT-SIZE: 12pt"">Para el activista social LGBT <B>Manuel José Bermúdez</B>, de Medellín, el Premio al <B>Mejor Columnista de Opinión o Blogger 2008</B>, por su blog independiente “Ciudad Diversa”, se “constituyó en una marca determinante para muchas de mis cosas cotidianas y profesionales”, pues desde sus vecinos hasta los más influyentes medios regionales recibieron con entusiasmo el galardón. </SPAN></P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-FAMILY: Arial; FONT-SIZE: 12pt""></SPAN>&nbsp;</P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-SIZE: 12pt""></SPAN></P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-SIZE: 12pt""><SPAN style=""FONT-FAMILY: Arial""><B>Gina Morelo Martínez</B>, ganadora del Premio al <B>Mejor Cubrimiento de un Proceso Ambiental 2008</B>, publicado en el Meridiano de Córdoba, este reconocimiento le “abrió puertas para disertar sobre el tema empoderándome de una experiencia que he volcado a mi favor”. </SPAN></SPAN></P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-FAMILY: Arial; FONT-SIZE: 12pt""></SPAN>&nbsp;</P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-SIZE: 12pt""></SPAN></P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-FAMILY: Arial; FONT-SIZE: 12pt"">Son estas posibilidades del Premio Semana-Petrobras las que han valorado más de 1000 periodistas que han concursado con más de 1300 trabajos. </SPAN></P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-FAMILY: Arial; FONT-SIZE: 12pt""></SPAN>&nbsp;</P>  <P style=""TEXT-ALIGN: justify""><B><SPAN style=""FONT-FAMILY: Arial; FONT-SIZE: 12pt"">El Premio en 2009</SPAN></B></P>  <P style=""TEXT-ALIGN: justify""><STRONG><SPAN style=""FONT-FAMILY: Arial; FONT-SIZE: 12pt""></SPAN></STRONG>&nbsp;</P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-SIZE: 12pt""></SPAN></P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-SIZE: 12pt""></SPAN></P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-SIZE: 12pt""></SPAN></P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-FAMILY: Arial; FONT-SIZE: 12pt"">Este año, el <B>jurado</B> cuenta con la participación de José de Córdoba, Wall Street Journal (Estados Unidos); Luis Miguel González, El Economista (México); Margarita Martínez (Colombia), Yolanda Ruiz (Colombia) y Maria Teresa Ronderos, SEMANA (Colombia). </SPAN></P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-FAMILY: Arial; FONT-SIZE: 12pt""></SPAN>&nbsp;</P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-SIZE: 12pt""></SPAN></P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-FAMILY: Arial; FONT-SIZE: 12pt"">Las <B>categorías</B> son: Mejor Reportaje en Prensa Escrita o Internet, Mejor Crónica o Reportaje en Televisión, Mejor Fotografía publicada en prensa escrita o Internet, Mejor Aporte Original a la Radio, Mejor Columnista de Opinión o Blogger (en cualquier medio), y Mejor Cubrimiento de un Proceso Regional Urbano, (categoría apoyada por la empresa AVINA).</SPAN></P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-FAMILY: Arial; FONT-SIZE: 12pt""></SPAN>&nbsp;</P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-FAMILY: Arial; FONT-SIZE: 12pt"">Los ganadores recibirán seis millones de pesos. Los trabajos ganadores en Prensa Escrita y Fotografía podrán, además, ser publicados, con firma, en la edición impresa de la revista SEMANA. Semana.com publicará todos los trabajos finalistas y premiados.</SPAN></P>  <P style=""TEXT-ALIGN: justify"">&nbsp;</P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-SIZE: 12pt""></SPAN></P>  <P style=""TEXT-ALIGN: justify""><SPAN style=""FONT-SIZE: 12pt""><SPAN style=""FONT-FAMILY: Arial"">Lo invitamos a ingresar a <B>semana.com</B> para que descargue las bases del concurso y se inscriba On line. Para mayores informes: (1) 6 46 84 00 Ext.1457 - 1470. Cel. 315 8731319. Correo: </SPAN></SPAN><A href=""mailto:premioregional@semana.com""><SPAN style=""FONT-FAMILY: Arial; COLOR: #0000ff; FONT-SIZE: 12pt"">premioregional@semana.com</SPAN></A></P>""";""""""
"""PREMIO DE PERIODISMO SEMANA - PETROBRAS""";"""2009-08-04 16:17:00.000""";"""2009-08-04 16:17:00.000""";;"""2009-08-04 16:18:00.000""";"""""";"""http://www.forossemana.com/upload/images/2009/8/4/ImgArticulo_T1_28_200984_162716.jpg""";"""Galardón""";"""""";""""""
"""GALÁN VIVE""";"""2009-08-04 17:12:00.000""";"""2009-08-04 17:12:00.000""";;"""2009-08-12 09:05:00.000""";"""""";"""http://www.forossemana.com/upload/images/2009/8/5/ImgArticulo_T1_32_200985_091142.jpg""";"""CONMEMORACIÓN""";"""<P dir=ltr align=justify>El 18 de agosto se cumplirán 20 años del magnicidio de Luis Carlos Galán, y las conmemoraciones se sentirán en todo el país. La Corporación Galán hará un homenaje al pensamiento de Galán con el Foro Internacional ""Los desafíos de la democracia en Colombia y en América Latina: estabilidad constitucional y gobernabilidad"", que será instalado por el ex presidente de Chile Ricardo Lagos y el Presidente Uribe.</P>  <P dir=ltr align=justify>&nbsp;</P>  <P dir=ltr align=justify></P>  <P dir=ltr align=justify>El Foro congregará a lideres y expertos de varios países: Michael Shifter, vicepresidente de Diálogo Interamericano (E.U); Manuel Alcántara, de la Universidad de Salamanca (España); Teodoro Petkoff, director del periódico Talcualdigital.com (Venezuela); Ángel Rabasa, de la Corporación RAND (E.U.); César Gaviria, ex presidente y Humberto de la Calle, ex vicepresidente (Colombia), entre otros. Ellos hablarán de los retos de la región, ""en su mayoría idénticos a los propuestos de manera visionaria por este gran líder, hace más de dos décadas"".</P>  <P dir=ltr align=justify>&nbsp;</P>  <P dir=ltr align=justify></P>  <P dir=ltr align=justify>Por su parte, la Corporación Excelencia en la Justicia ha organizado el Foro ""Galán y la Justicia"", en la Universidad Javeriana, el 20 de agosto. En este, se recordarán los principales planteamientos del líder liberal sobre el sector justicia, y se analizará cuáles de ellos se han desarrollado en estos 20 años. Foros SEMANA realizará el encuentro ""Galán: el político, el símbolo y el ser humano"", con personas que lo conocieron bien en estas facetas. </P>""";""""""
"""LLEGARON LOS NEGOCIOS VERDES""";"""2009-08-05 09:22:00.000""";"""2009-08-05 09:22:00.000""";;"""2009-09-09 09:44:00.000""";"""""";"""http://www.forossemana.com/upload/images/2009/8/31/ImgArticulo_T1_101_2009831_113709.jpg""";"""DESAROLLO Y MEDIO AMBIENTE""";"""<P dir=ltr align=justify>Después del exitoso seminario ""Economías verdes en la crisis global: oportunidades para Colombia"", liderado por la Universidad de los Andes, llega el Foro ""Negocios Verdes. Cuidar el medio ambiente sí paga"", convocado por el Ministerio de Ambiente, Vivienda y Desarrollo Territorial, EPM y Foros Dinero, el 20 de agosto. </P>  <P dir=ltr align=justify>&nbsp;</P>  <P dir=ltr align=justify></P>  <P dir=ltr align=justify>Este es un encuentro de presidentes y gerentes ambientales de compañías interesadas en aprender de casos exitosos de empresas que han innovado y crecido de la mano de su responsabilidad ambiental. Se han seleccionado casos de diversos sectores en producción limpia y reducción de costos, reciclaje y responsabilidad empresarial extendida, productos y servicios verdes, y consumo responsable, que serán presentados por las propias compañías innovadoras. </P>  <P dir=ltr align=justify>&nbsp;</P>  <P dir=ltr align=justify></P>  <P dir=ltr align=justify>La política pública para el desarrollo de sectores verdes será presentada y analizada por el ministro Carlos Costa; el director de la DIAN, Néstor Díaz, y Gerardo Viña, de Araújo Ibarra. Las tendencias internacionales tendrán como expositoras a María Elvira Pombo, directora de Proexport, y Ana María Aristizábal, consultora internacional. </P>  <P dir=ltr align=justify>&nbsp;</P>  <P dir=ltr align=justify></P>  <P dir=ltr align=justify>Los casos de innovación y crecimiento con conciencia ambiental seleccionados corresponden a diferentes tamaños de empresas. Así, estarán la Compañía Nacional de Chocolates y la Sociedad Minera La Bodega, de Santander, en producción limpia; Dell, el Fondo Nacional de Aceites Usados y Mundo Limpio (llantas), en reciclaje y responsabilidad post-consumo; Asocolflores y Hotel La Fontana, en productos y servicios verdes; y Familia Sancela-Indra y EPM, en proyectos de MDL y mercados voluntarios; entre otros. </P>  <P dir=ltr align=justify>&nbsp;</P>  <P dir=ltr align=justify></P>  <P dir=ltr align=justify>Cámara de Comercio de Bogotá, sede Chapinero. 7 de la mañana a 1 de la tarde. Inscripciones: (1) 4098910, foros@dinero.com</P>""";""""""
"""LÍDERES Y EMPRENDEDORES EN LA U""";"""2009-08-06 11:39:00.000""";"""2009-08-06 11:39:00.000""";;"""2009-08-06 11:40:00.000""";"""""";"""http://www.forossemana.com/upload/images/2009/8/6/ImgArticulo_T1_65_200986_114901.jpg""";"""PROYECCIÓN ESTUDIANTIL""";"""<P align=justify><SPAN style=""FONT-SIZE: 12pt"">En 2003, revista Semana y la Fundación Líderes y Emprendedores en la U crearon este Foro, que anualmente reúne al liderazgo estudiantil con un amplio y pluralista grupo de dirigentes del país. Su principal objetivo ha sido crear un espacio de diálogo y aprendizaje entre generaciones de líderes, para que los jóvenes conozcan las ideas de los mayores y éstos logren conectarse con las expectativas y valores de quienes probablemente los sucederán en el liderazgo del país.</SPAN></P>  <P align=justify>&nbsp;</P>  <P style=""TEXT-ALIGN: justify"" align=justify><SPAN style=""FONT-SIZE: 12pt"">El Foro congrega a representantes estudiantiles, alumnos de alto rendimiento académico, emprendedores de negocios y sociales, editores y colaboradores de medios de comunicación estudiantiles, directivos de asociaciones nacionales de estudiantes por carrera, gestores de grupos extracurriculares en diversos campos y universitarios afiliados a partidos políticos.</SPAN></P>  <P style=""TEXT-ALIGN: justify"" align=justify><BR><SPAN style=""FONT-SIZE: 12pt"">De parte de la dirigencia del país, han participado el Presidente de la República, ministros, ex alcaldes de Bogotá y Medellín, dirigentes gremiales y líderes empresariales, presidentes de partidos de gobierno y de oposición, personalidades de la academia y los medios, y figuras del entretenimiento, que han abordado los temas más relevantes para el país en estos siete años, así como cuestiones específicas de la formación de futuros líderes de Colombia en los distintos campos.<BR><BR>En 2008, el Foro salió por primera vez de Bogotá, a Manizales, donde 1310 jóvenes de más de 15 departamentos consolidaron el más estimulante entorno de reconocimiento, formación en liderazgo, comunicación e información de los universitarios colombianos, que inspira y fortalece su compromiso con el país y su vocación de servicio.</SPAN></P>  <P style=""TEXT-ALIGN: justify"" align=justify></P>""";""""""
"""Gestión territorial de los recursos de la salud""";"""2009-08-06 17:35:00.000""";"""2009-08-06 17:35:00.000""";;"""2009-08-06 17:36:00.000""";"""""";"""http://www.forossemana.com/upload/images/2009/8/6/ImgArticulo_T1_68_200986_174839.jpg""";"""FORO SISTEMA DE SALUD""";"""<P align=justify><SPAN style=""FONT-SIZE: 12pt"">Las fallas del Régimen Subsidiado de Salud no son sólo de información. La Contraloría Gneral de la República presentará un diagnóstico integral del uso de los recursos de transferencias de la Nación para ser discutido con los actores interesados.</SPAN></P>  &nbsp;<BR>  &nbsp;<BR>""";""""""
"""CATEDRAS SEMANA - DINERO""";"""2009-08-11 09:08:00.000""";"""2009-08-11 09:08:00.000""";;"""2009-08-11 09:09:00.000""";"""""";"""http://www.forossemana.com/upload/images/2009/8/11/ImgArticulo_T1_80_2009811_114109.jpg""";"""ACADEMIA""";"""<P style=""TEXT-ALIGN: justify; LINE-HEIGHT: normal""><SPAN style=""FONT-SIZE: 12pt"">Se trata de una de las iniciativas más antiguas de alfabetización mediática de Publicaciones Semana. Comenzó en 2002 como una charla magistral de un editor de revista Semana ante la comunidad de estudiantes y profesores de una Facultad de Comunicación Social y Periodismo en diferentes universidades de Bogotá y otras ciudades. Su propósito ha sido, desde entonces, transmitir la visión del país y la experiencia periodística del editor invitado, desde su campo de especialización, como una contribución a la formación profesional de los futuros periodistas y al diálogo entre profesión y academia en el periodismo colombiano.</SPAN></P>  <P style=""TEXT-ALIGN: justify; LINE-HEIGHT: normal""><SPAN style=""FONT-SIZE: 12pt"">&nbsp;</SPAN></P>  <P style=""TEXT-ALIGN: justify; LINE-HEIGHT: normal""><SPAN style=""FONT-SIZE: 12pt"">Con el tiempo, a esta Cátedra se vincularon editores de otras publicaciones del grupo, como revista Dinero, Arcadia y SOHO. También se amplió su público, al crear una modalidad de Cátedra exclusivamente para periodistas regionales, que se desarrolla con aliados estratégicos. Ésta incluye talleres de capacitación en temas relevantes para el país y en herramientas periodísticas de última generación, dirigidos por expertos y por editores de Publicaciones Semana.</SPAN></P>  <P style=""TEXT-ALIGN: justify; LINE-HEIGHT: normal""><SPAN style=""FONT-SIZE: 12pt"">&nbsp;</SPAN></P>  <P style=""TEXT-ALIGN: justify; LINE-HEIGHT: normal""><SPAN style=""FONT-SIZE: 12pt"">Cátedra Semana ha logrado crear un vínculo entre Publicaciones Semana y alrededor de 25 facultades de Comunicación Social y Periodismo en ocho departamentos, </SPAN></P>""";""""""
